Transaction_ID,Year,Season,Category,City,State,Customer_ID,Product_ID,Payment_Mode,MRP,Discount_%,Quantity,Return_Flag,Out_of_Stock,Hour_of_Day,Selling_Price,Revenue,Margin
T2270,2022,Monsoon,Grocery,Kolkata,Delhi,C670,P447,Debit Card,33773.14,51,4,0,0,8,16548.84,66195.36,68897.2
T2271,2023,Winter,Mobiles,Pune,Maharashtra,C648,P177,UPI,18638.69,7,4,0,0,15,17333.98,69335.92,5218.8399999999965
T2272,2021,Winter,Fashion,Chennai,Karnataka,C979,P117,UPI,9685.25,25,4,0,0,22,7263.94,29055.76,9685.240000000002
T2273,2023,Summer,Fashion,Bangalore,West Bengal,C1083,P111,Wallet,40863.35,69,1,0,0,5,12667.64,12667.64,28195.71
T2274,2022,Summer,Beauty,Bangalore,Telangana,C1695,P128,Credit Card,30241.42,22,4,0,0,6,23588.31,94353.24,26612.439999999988
T2275,2019,Festive,Mobiles,Chennai,Karnataka,C179,P175,Debit Card,18148.71,17,3,0,0,17,15063.43,45190.29,9255.839999999997
T2276,2023,Winter,Beauty,Pune,Delhi,C1491,P131,Wallet,22303.02,49,4,0,0,0,11374.54,45498.16,43713.92
T2277,2023,Monsoon,Beauty,Chennai,Maharashtra,C470,P386,Wallet,41361.82,66,4,0,0,15,14063.02,56252.08,109195.2
T2278,2019,Summer,Beauty,Delhi,West Bengal,C1679,P66,UPI,17078.57,34,2,0,0,17,11271.86,22543.72,11613.419999999998
T2279,2021,Winter,Home,Kolkata,Maharashtra,C31,P450,Debit Card,4663.71,18,2,0,0,17,3824.24,7648.48,1678.9400000000005
T2280,2019,Monsoon,Beauty,Pune,Delhi,C1758,P203,COD,45581.85,57,1,0,0,18,19600.2,19600.2,25981.649999999998
T2281,2023,Winter,Grocery,Kolkata,Tamil Nadu,C1837,P41,UPI,19489.72,14,1,0,0,12,16761.16,16761.16,2728.5600000000013
T2282,2021,Summer,Electronics,Bangalore,Karnataka,C1034,P92,Debit Card,17549.7,35,3,1,0,18,11407.3,34221.899999999994,18427.200000000004
T2283,2021,Festive,Grocery,Pune,Telangana,C1505,P291,Wallet,10379.1,10,4,0,0,2,9341.19,37364.76,4151.639999999999
T2284,2019,Winter,Grocery,Hyderabad,Tamil Nadu,C1095,P214,Wallet,44891.64,23,2,0,0,19,34566.56,69133.12,20650.160000000003
T2285,2023,Monsoon,Fashion,Kolkata,Telangana,C1233,P301,Credit Card,11031.77,16,3,0,0,16,9266.69,27800.07,5295.24
T2286,2022,Summer,Home,Mumbai,Tamil Nadu,C733,P296,COD,31906.31,68,3,0,0,10,10210.02,30630.06,65088.87
T2287,2023,Festive,Beauty,Mumbai,Karnataka,C130,P367,UPI,44062.1,59,1,0,0,16,18065.46,18065.46,25996.64
T2288,2020,Monsoon,Fashion,Delhi,Delhi,C977,P150,Credit Card,1938.7,13,2,0,0,11,1686.67,3373.34,504.05999999999995
T2289,2022,Monsoon,Mobiles,Pune,Telangana,C1439,P134,Credit Card,41473.83,10,4,0,0,11,37326.45,149305.8,16589.52000000002
T2290,2021,Monsoon,Mobiles,Delhi,Karnataka,C776,P312,COD,20647.85,5,1,0,0,19,19615.46,19615.46,1032.3899999999994
T2291,2022,Winter,Fashion,Pune,Telangana,C86,P166,UPI,32967.13,46,3,0,0,15,17802.25,53406.75,45494.63999999999
T2292,2021,Summer,Electronics,Bangalore,Karnataka,C478,P375,UPI,18745.75,59,3,0,0,0,7685.76,23057.28,33179.97
T2293,2021,Monsoon,Fashion,Hyderabad,Tamil Nadu,C1681,P69,Wallet,34836.71,53,2,0,0,19,16373.25,32746.5,36926.92
T2294,2022,Winter,Fashion,Hyderabad,Karnataka,C1797,P309,UPI,12863.89,34,2,0,0,12,8490.17,16980.34,8747.439999999999
T2295,2021,Summer,Home,Chennai,Tamil Nadu,C594,P295,Credit Card,1292.14,39,4,0,0,1,788.21,3152.84,2015.7200000000003
T2296,2021,Summer,Mobiles,Delhi,Delhi,C182,P249,Wallet,47399.82,67,2,0,0,15,15641.94,31283.88,63515.759999999995
T2297,2020,Winter,Mobiles,Pune,Tamil Nadu,C529,P318,UPI,1015.11,26,2,0,0,6,751.18,1502.36,527.8600000000001
T2298,2023,Winter,Beauty,Kolkata,Maharashtra,C1415,P355,COD,41240.14,47,1,0,0,21,21857.27,21857.27,19382.87
T2299,2023,Monsoon,Grocery,Mumbai,Delhi,C195,P225,Credit Card,8623.05,32,1,0,0,1,5863.67,5863.67,2759.379999999999
T2300,2020,Summer,Fashion,Kolkata,Maharashtra,C119,P236,Debit Card,19732.57,22,4,0,0,17,15391.4,61565.6,17364.68
T2301,2022,Festive,Fashion,Mumbai,Maharashtra,C492,P253,COD,41160.12,36,1,0,0,16,26342.48,26342.48,14817.640000000003
T2302,2019,Winter,Electronics,Bangalore,Maharashtra,C227,P10,COD,10455.42,58,4,1,0,15,4391.28,17565.12,24256.56
T2303,2019,Summer,Mobiles,Mumbai,West Bengal,C1242,P280,UPI,43312.24,38,1,0,0,19,26853.59,26853.59,16458.649999999998
T2304,2019,Summer,Electronics,Kolkata,West Bengal,C608,P16,Wallet,24988.4,35,3,0,0,17,16242.46,48727.38,26237.820000000007
T2305,2020,Monsoon,Home,Kolkata,Karnataka,C1834,P259,Wallet,18434.44,8,1,1,0,20,16959.68,16959.68,1474.7599999999984
T2306,2020,Festive,Beauty,Hyderabad,Karnataka,C869,P432,Credit Card,33189.4,18,4,0,0,19,27215.31,108861.24,23896.36
T2307,2021,Monsoon,Electronics,Pune,Maharashtra,C256,P30,UPI,17201.21,19,1,0,0,15,13932.98,13932.98,3268.2299999999996
T2308,2019,Festive,Mobiles,Hyderabad,Karnataka,C1381,P52,Wallet,17494.96,64,2,0,0,0,6298.19,12596.38,22393.54
T2309,2022,Festive,Home,Delhi,Delhi,C118,P84,Debit Card,36729.61,24,3,0,0,20,27914.5,83743.5,26445.33
T2310,2022,Winter,Fashion,Kolkata,Delhi,C1881,P331,UPI,15629.64,24,1,0,0,4,11878.53,11878.53,3751.1099999999988
T2311,2019,Summer,Home,Pune,Maharashtra,C1370,P218,UPI,10198.48,53,3,0,0,14,4793.29,14379.869999999999,16215.57
T2312,2019,Summer,Grocery,Bangalore,Tamil Nadu,C602,P373,Wallet,40420.78,22,3,1,0,12,31528.21,94584.63,26677.71
T2313,2019,Summer,Electronics,Mumbai,Telangana,C1611,P377,COD,40307.48,28,3,0,0,4,29021.39,87064.17,33858.27000000001
T2314,2020,Festive,Mobiles,Delhi,Karnataka,C572,P221,UPI,24979.77,31,3,0,0,17,17236.04,51708.12,23231.19
T2315,2020,Summer,Electronics,Chennai,Maharashtra,C1873,P316,COD,26427.45,37,2,0,0,19,16649.29,33298.58,19556.32
T2316,2020,Winter,Fashion,Chennai,Maharashtra,C1079,P84,Credit Card,34864.62,68,2,0,0,4,11156.68,22313.36,47415.880000000005
T2317,2023,Festive,Fashion,Pune,West Bengal,C17,P303,Credit Card,25561.86,29,4,0,0,15,18148.92,72595.68,29651.76000000001
T2318,2022,Festive,Mobiles,Mumbai,Delhi,C1991,P335,Wallet,20968.59,22,4,0,0,10,16355.5,65422.0,18452.36
T2319,2022,Festive,Grocery,Mumbai,Delhi,C577,P207,Credit Card,49745.73,49,4,0,0,10,25370.32,101481.28,97501.64000000001
T2320,2021,Festive,Beauty,Pune,Delhi,C812,P220,Wallet,7552.49,24,4,1,0,21,5739.89,22959.56,7250.399999999998
T2321,2020,Winter,Home,Mumbai,Telangana,C1235,P234,Wallet,29717.85,39,3,0,0,22,18127.89,54383.67,34769.88
T2322,2023,Summer,Home,Hyderabad,Telangana,C1254,P108,COD,44315.98,10,3,0,0,2,39884.38,119653.13999999998,13294.800000000017
T2323,2023,Winter,Fashion,Mumbai,Karnataka,C634,P471,COD,34423.31,13,3,0,0,18,29948.28,89844.84,13425.089999999997
T2324,2022,Summer,Electronics,Chennai,West Bengal,C611,P50,Credit Card,44069.98,56,2,0,0,9,19390.79,38781.58,49358.380000000005
T2325,2020,Winter,Electronics,Mumbai,Maharashtra,C1397,P288,COD,16949.47,32,2,0,0,1,11525.64,23051.28,10847.660000000003
T2326,2021,Monsoon,Grocery,Kolkata,Telangana,C1193,P83,UPI,13745.25,23,3,0,0,16,10583.84,31751.52,9484.23
T2327,2020,Monsoon,Beauty,Pune,Tamil Nadu,C1927,P443,Debit Card,42593.36,67,3,1,0,2,14055.81,42167.43,85612.65000000001
T2328,2019,Monsoon,Electronics,Bangalore,Telangana,C603,P498,UPI,19826.91,11,3,0,0,2,17645.95,52937.850000000006,6542.879999999997
T2329,2020,Monsoon,Home,Chennai,Delhi,C1654,P213,UPI,35542.18,41,3,0,0,7,20969.89,62909.67,43716.87
T2330,2019,Festive,Electronics,Bangalore,Maharashtra,C792,P265,Wallet,7557.88,40,2,1,0,15,4534.73,9069.46,6046.300000000001
T2331,2019,Festive,Beauty,Chennai,Karnataka,C1764,P463,Debit Card,37840.74,21,1,0,0,11,29894.18,29894.18,7946.559999999998
T2332,2021,Winter,Home,Delhi,Telangana,C1621,P139,Wallet,27539.34,41,4,0,0,21,16248.21,64992.84,45164.520000000004
T2333,2022,Winter,Electronics,Kolkata,Delhi,C1938,P59,COD,13576.86,64,4,0,0,18,4887.67,19550.68,34756.76
T2334,2020,Monsoon,Home,Chennai,Maharashtra,C61,P81,COD,24826.3,53,1,0,0,0,11668.36,11668.36,13157.939999999999
T2335,2019,Summer,Fashion,Kolkata,Tamil Nadu,C1374,P13,Debit Card,34907.79,60,2,1,0,18,13963.12,27926.24,41889.34
T2336,2020,Monsoon,Fashion,Chennai,Tamil Nadu,C1923,P473,Credit Card,791.94,38,2,0,0,3,491.0,982.0,601.8800000000001
T2337,2022,Winter,Grocery,Bangalore,Maharashtra,C1279,P380,COD,31945.86,34,1,0,0,16,21084.27,21084.27,10861.59
T2338,2022,Monsoon,Fashion,Bangalore,Karnataka,C1395,P33,UPI,27171.22,31,4,0,0,18,18748.14,74992.56,33692.32000000001
T2339,2023,Winter,Electronics,Pune,Karnataka,C1319,P205,Debit Card,11170.25,55,4,0,0,3,5026.61,20106.44,24574.56
T2340,2022,Monsoon,Beauty,Chennai,Telangana,C1982,P434,Debit Card,37698.46,13,1,0,0,14,32797.66,32797.66,4900.799999999996
T2341,2021,Summer,Home,Chennai,Karnataka,C1068,P37,COD,15312.36,24,1,0,0,6,11637.39,11637.39,3674.970000000001
T2342,2019,Monsoon,Mobiles,Hyderabad,West Bengal,C557,P158,COD,13987.67,51,3,1,0,19,6853.96,20561.88,21401.13
T2343,2023,Summer,Fashion,Kolkata,West Bengal,C1137,P203,Wallet,23666.67,23,1,0,0,16,18223.34,18223.34,5443.329999999998
T2344,2021,Summer,Fashion,Kolkata,Delhi,C76,P188,Wallet,33872.25,16,1,0,0,21,28452.69,28452.69,5419.560000000001
T2345,2020,Winter,Mobiles,Kolkata,Delhi,C116,P68,UPI,46456.53,9,4,0,0,8,42275.44,169101.76,16724.359999999986
T2346,2019,Summer,Mobiles,Kolkata,Delhi,C251,P500,Debit Card,7239.59,29,3,0,0,6,5140.11,15420.329999999998,6298.440000000001
T2347,2022,Festive,Electronics,Delhi,West Bengal,C814,P173,Credit Card,19944.11,35,3,0,0,3,12963.67,38891.01,20941.32
T2348,2019,Festive,Home,Delhi,Telangana,C1182,P233,Credit Card,3536.08,50,4,0,0,16,1768.04,7072.16,7072.16
T2349,2020,Festive,Fashion,Mumbai,Telangana,C145,P322,Debit Card,37975.83,38,4,0,0,14,23545.01,94180.04,57723.28000000001
T2350,2023,Winter,Beauty,Chennai,Karnataka,C935,P14,UPI,22497.1,45,2,0,0,22,12373.4,24746.8,20247.399999999998
T2351,2023,Festive,Electronics,Chennai,Telangana,C997,P220,Wallet,35405.07,42,3,0,0,8,20534.94,61604.81999999999,44610.39
T2352,2023,Winter,Electronics,Chennai,Delhi,C1412,P226,Wallet,16245.28,50,1,1,0,15,8122.64,8122.64,8122.64
T2353,2022,Winter,Beauty,Chennai,Maharashtra,C1302,P219,Wallet,42247.0,31,3,0,0,5,29150.43,87451.29000000001,39289.71
T2354,2021,Festive,Beauty,Kolkata,Delhi,C1614,P414,Credit Card,26834.44,47,2,0,0,16,14222.25,28444.5,25224.379999999997
T2355,2021,Summer,Grocery,Kolkata,West Bengal,C1314,P313,Credit Card,47191.67,49,1,0,0,6,24067.75,24067.75,23123.92
T2356,2019,Monsoon,Beauty,Delhi,Maharashtra,C1476,P20,UPI,4124.97,22,2,0,0,16,3217.48,6434.96,1814.9800000000005
T2357,2022,Winter,Mobiles,Bangalore,Maharashtra,C814,P100,Credit Card,25810.99,36,4,1,0,13,16519.03,66076.12,37167.84000000001
T2358,2023,Festive,Fashion,Hyderabad,Karnataka,C1701,P42,COD,38369.47,6,2,1,0,14,36067.3,72134.6,4604.3399999999965
T2359,2023,Winter,Grocery,Kolkata,Tamil Nadu,C870,P148,Credit Card,30087.6,45,4,0,0,19,16548.18,66192.72,54157.67999999999
T2360,2020,Summer,Mobiles,Kolkata,Maharashtra,C1758,P390,Wallet,1355.07,24,2,0,0,20,1029.85,2059.7,650.44
T2361,2020,Summer,Grocery,Pune,Telangana,C1364,P357,UPI,48622.47,62,4,0,0,17,18476.54,73906.16,120583.72
T2362,2023,Festive,Fashion,Kolkata,Telangana,C367,P407,Debit Card,15053.53,42,3,1,0,18,8731.05,26193.149999999998,18967.440000000002
T2363,2023,Winter,Grocery,Bangalore,West Bengal,C990,P12,Debit Card,12614.04,5,4,0,0,17,11983.34,47933.36,2522.800000000003
T2364,2022,Monsoon,Mobiles,Bangalore,Delhi,C1764,P293,UPI,24385.86,58,3,0,0,13,10242.06,30726.18,42431.4
T2365,2021,Monsoon,Home,Delhi,Delhi,C1469,P40,COD,27199.47,18,4,0,0,19,22303.57,89214.28,19583.600000000006
T2366,2020,Winter,Fashion,Kolkata,Maharashtra,C1793,P434,Debit Card,38361.15,29,2,0,0,22,27236.42,54472.84,22249.460000000006
T2367,2021,Winter,Electronics,Pune,Telangana,C1997,P247,Wallet,19785.03,13,2,0,1,4,17212.98,34425.96,5144.0999999999985
T2368,2022,Winter,Fashion,Hyderabad,Maharashtra,C314,P72,Debit Card,22110.03,65,2,0,0,6,7738.51,15477.02,28743.039999999997
T2369,2023,Festive,Fashion,Chennai,West Bengal,C1259,P77,Debit Card,26841.0,56,4,0,0,11,11810.04,47240.16,60123.84
T2370,2021,Summer,Fashion,Kolkata,Maharashtra,C723,P106,Wallet,19840.48,12,4,0,0,16,17459.62,69838.48,9523.440000000002
T2371,2023,Monsoon,Home,Delhi,Karnataka,C1135,P268,Credit Card,45744.49,20,2,0,0,18,36595.59,73191.18,18297.800000000003
T2372,2023,Festive,Mobiles,Delhi,Delhi,C1067,P271,COD,42592.35,12,3,0,1,15,37481.27,112443.81,15333.240000000005
T2373,2019,Winter,Electronics,Hyderabad,Maharashtra,C824,P306,Wallet,22857.69,27,4,0,0,1,16686.11,66744.44,24686.319999999992
T2374,2021,Winter,Mobiles,Pune,Telangana,C215,P334,Wallet,209.7,38,3,0,0,11,130.01,390.03,239.07
T2375,2021,Summer,Grocery,Mumbai,Tamil Nadu,C1772,P376,UPI,45066.54,22,4,0,0,16,35151.9,140607.6,39658.56
T2376,2023,Winter,Grocery,Delhi,West Bengal,C246,P343,COD,6391.96,48,2,0,0,20,3323.82,6647.64,6136.28
T2377,2022,Festive,Grocery,Bangalore,Maharashtra,C1105,P382,Credit Card,12376.72,19,3,0,0,2,10025.14,30075.42,7054.74
T2378,2019,Festive,Mobiles,Bangalore,Delhi,C1951,P477,Wallet,7787.59,19,1,0,0,7,6307.95,6307.95,1479.6400000000003
T2379,2023,Summer,Beauty,Chennai,Delhi,C1978,P188,Credit Card,9154.82,27,4,1,0,4,6683.02,26732.08,9887.199999999997
T2380,2020,Festive,Home,Delhi,Karnataka,C1405,P498,Wallet,40183.3,69,3,0,0,20,12456.82,37370.46,83179.44
T2381,2020,Monsoon,Beauty,Pune,Delhi,C1692,P237,Wallet,29059.17,36,2,0,0,22,18597.87,37195.74,20922.6
T2382,2019,Festive,Grocery,Chennai,West Bengal,C1005,P65,UPI,47813.54,36,3,0,0,23,30600.67,91802.01,51638.61000000001
T2383,2022,Festive,Home,Delhi,Telangana,C1551,P466,Debit Card,11726.38,37,1,0,1,16,7387.62,7387.62,4338.759999999999
T2384,2023,Festive,Mobiles,Hyderabad,Telangana,C1840,P440,COD,24384.62,47,1,0,1,20,12923.85,12923.85,11460.769999999999
T2385,2021,Monsoon,Grocery,Kolkata,Telangana,C232,P155,UPI,48875.93,17,3,0,0,13,40567.02,121701.06,24926.73000000001
T2386,2019,Winter,Mobiles,Pune,Tamil Nadu,C1472,P439,Credit Card,41356.89,13,1,0,0,22,35980.49,35980.49,5376.4000000000015
T2387,2022,Festive,Home,Delhi,Tamil Nadu,C76,P220,Wallet,36485.06,66,4,0,0,13,12404.92,49619.68,96320.56
T2388,2021,Summer,Mobiles,Pune,Delhi,C592,P382,Wallet,9610.97,61,1,0,0,3,3748.28,3748.28,5862.689999999999
T2389,2020,Monsoon,Mobiles,Mumbai,Maharashtra,C259,P406,COD,38516.39,52,3,0,0,14,18487.87,55463.61,60085.56
T2390,2020,Summer,Electronics,Pune,Tamil Nadu,C848,P439,UPI,17508.74,47,3,0,0,1,9279.63,27838.89,24687.33000000001
T2391,2021,Festive,Beauty,Pune,Maharashtra,C1994,P308,UPI,26620.74,36,4,0,0,20,17037.27,68149.08,38333.880000000005
T2392,2019,Summer,Beauty,Bangalore,Maharashtra,C1800,P355,Credit Card,30536.23,64,4,0,0,3,10993.04,43972.16,78172.76
T2393,2020,Festive,Beauty,Hyderabad,Tamil Nadu,C1228,P326,UPI,30546.31,5,3,0,0,16,29018.99,87056.97,4581.959999999999
T2394,2023,Monsoon,Fashion,Kolkata,Karnataka,C353,P294,UPI,36380.87,61,2,0,0,22,14188.54,28377.08,44384.66
T2395,2021,Summer,Electronics,Kolkata,Tamil Nadu,C1112,P87,Debit Card,33152.76,65,4,0,0,2,11603.47,46413.88,86197.16
T2396,2021,Summer,Grocery,Bangalore,Maharashtra,C478,P295,COD,3604.87,12,2,0,0,21,3172.29,6344.58,865.1599999999999
T2397,2020,Festive,Grocery,Pune,Maharashtra,C1899,P273,UPI,22975.88,11,1,0,0,20,20448.53,20448.53,2527.350000000002
T2398,2019,Festive,Grocery,Kolkata,Maharashtra,C116,P388,Credit Card,33268.28,41,1,0,0,15,19628.29,19628.29,13639.989999999998
T2399,2023,Winter,Beauty,Chennai,Maharashtra,C943,P494,Wallet,14940.45,46,4,0,0,11,8067.84,32271.36,27490.440000000002
T2400,2019,Festive,Beauty,Hyderabad,Delhi,C1926,P25,UPI,15790.22,36,4,1,0,19,10105.74,40422.96,22737.92
T2401,2022,Festive,Electronics,Mumbai,Telangana,C393,P422,UPI,6403.46,21,3,1,1,2,5058.73,15176.189999999999,4034.1900000000014
T2402,2022,Winter,Mobiles,Bangalore,Karnataka,C1888,P297,Wallet,21047.03,32,1,0,0,4,14311.98,14311.98,6735.049999999999
T2403,2020,Festive,Beauty,Delhi,Delhi,C1110,P363,Debit Card,49344.16,52,4,0,0,15,23685.2,94740.8,102635.84000000001
T2404,2020,Festive,Grocery,Delhi,Telangana,C1294,P460,COD,14408.9,58,3,0,0,6,6051.74,18155.22,25071.48
T2405,2020,Winter,Mobiles,Delhi,Karnataka,C469,P129,Debit Card,26665.56,46,2,0,0,19,14399.4,28798.8,24532.320000000003
T2406,2022,Monsoon,Beauty,Hyderabad,Maharashtra,C1899,P145,Credit Card,37213.22,40,3,0,0,15,22327.93,66983.79000000001,44655.87
T2407,2019,Monsoon,Home,Mumbai,Karnataka,C1785,P188,UPI,872.16,35,1,0,0,16,566.9,566.9,305.26
T2408,2019,Festive,Fashion,Kolkata,Karnataka,C1961,P95,Debit Card,45041.89,69,3,0,0,1,13962.99,41888.97,93236.70000000001
T2409,2020,Festive,Beauty,Mumbai,Maharashtra,C1760,P79,COD,19450.2,7,3,0,0,11,18088.69,54266.06999999999,4084.530000000006
T2410,2023,Winter,Home,Mumbai,Maharashtra,C1237,P92,Credit Card,43481.98,17,4,0,0,12,36090.04,144360.16,29567.76000000001
T2411,2019,Winter,Electronics,Bangalore,Maharashtra,C1435,P43,Debit Card,2139.59,35,3,1,0,4,1390.73,4172.1900000000005,2246.5800000000004
T2412,2022,Monsoon,Home,Hyderabad,Karnataka,C1324,P308,UPI,7454.04,33,1,0,0,15,4994.21,4994.21,2459.83
T2413,2021,Summer,Electronics,Delhi,West Bengal,C797,P290,COD,16261.97,61,3,0,0,7,6342.17,19026.510000000002,29759.399999999998
T2414,2021,Festive,Beauty,Bangalore,Karnataka,C120,P459,UPI,17404.0,37,3,0,0,23,10964.52,32893.56,19318.44
T2415,2021,Summer,Electronics,Kolkata,Maharashtra,C1319,P101,UPI,42420.15,57,1,0,0,13,18240.66,18240.66,24179.49
T2416,2023,Summer,Home,Mumbai,Karnataka,C1337,P260,Credit Card,757.82,14,2,0,0,7,651.73,1303.46,212.18000000000006
T2417,2020,Winter,Fashion,Pune,Maharashtra,C1608,P104,COD,32127.37,67,2,1,0,17,10602.03,21204.06,43050.67999999999
T2418,2022,Festive,Mobiles,Delhi,Maharashtra,C1567,P12,Wallet,6739.36,69,1,0,0,19,2089.2,2089.2,4650.16
T2419,2023,Festive,Mobiles,Hyderabad,Maharashtra,C1681,P70,UPI,41196.14,6,2,0,0,11,38724.37,77448.74,4943.539999999994
T2420,2022,Winter,Fashion,Chennai,Maharashtra,C292,P311,COD,38972.95,6,3,0,0,10,36634.57,109903.70999999999,7015.139999999992
T2421,2022,Summer,Grocery,Mumbai,Maharashtra,C781,P174,UPI,25096.07,41,4,0,0,15,14806.68,59226.72,41157.56
T2422,2020,Winter,Mobiles,Mumbai,West Bengal,C1666,P396,Debit Card,10791.82,6,1,0,0,21,10144.31,10144.31,647.5100000000002
T2423,2021,Monsoon,Beauty,Mumbai,Telangana,C230,P480,Debit Card,31797.87,65,3,0,0,14,11129.25,33387.75,62005.86
T2424,2020,Festive,Grocery,Mumbai,Karnataka,C740,P122,COD,7981.66,44,4,0,0,12,4469.73,17878.92,14047.720000000001
T2425,2023,Monsoon,Beauty,Delhi,Delhi,C1013,P110,Credit Card,9663.18,67,3,0,0,21,3188.85,9566.55,19422.989999999998
T2426,2023,Winter,Home,Hyderabad,Maharashtra,C92,P247,Wallet,31409.16,29,1,0,0,20,22300.5,22300.5,9108.66
T2427,2023,Festive,Home,Bangalore,West Bengal,C865,P311,Debit Card,49563.18,42,3,1,0,17,28746.64,86239.92,62449.62
T2428,2020,Monsoon,Grocery,Delhi,Delhi,C1973,P424,Credit Card,44574.83,41,1,0,0,23,26299.15,26299.15,18275.68
T2429,2022,Monsoon,Grocery,Hyderabad,Maharashtra,C1468,P227,Wallet,29736.75,31,3,0,0,0,20518.36,61555.08,27655.17
T2430,2022,Summer,Grocery,Bangalore,Telangana,C373,P21,Debit Card,27019.13,54,4,0,0,0,12428.8,49715.2,58361.32000000001
T2431,2019,Festive,Grocery,Mumbai,Karnataka,C1663,P301,Wallet,49919.57,38,4,0,0,0,30950.13,123800.52,75877.76
T2432,2023,Monsoon,Electronics,Hyderabad,Maharashtra,C1699,P138,UPI,27460.38,48,4,0,0,8,14279.4,57117.6,52723.920000000006
T2433,2022,Monsoon,Grocery,Mumbai,West Bengal,C1876,P429,COD,21121.8,8,2,0,0,20,19432.06,38864.12,3379.479999999996
T2434,2019,Summer,Grocery,Pune,Maharashtra,C537,P306,Debit Card,45495.87,56,3,0,0,13,20018.18,60054.54,76433.07
T2435,2022,Monsoon,Home,Hyderabad,Maharashtra,C1897,P346,Debit Card,11862.38,59,3,0,0,17,4863.58,14590.74,20996.399999999998
T2436,2023,Monsoon,Beauty,Kolkata,Maharashtra,C837,P250,UPI,5056.79,16,4,0,0,0,4247.7,16990.8,3236.3600000000006
T2437,2021,Monsoon,Home,Chennai,West Bengal,C476,P186,Debit Card,31777.68,18,1,0,0,19,26057.7,26057.7,5719.98
T2438,2023,Summer,Mobiles,Mumbai,Maharashtra,C1465,P365,Debit Card,4973.31,39,2,0,0,10,3033.72,6067.44,3879.180000000001
T2439,2020,Monsoon,Electronics,Mumbai,Delhi,C153,P349,Debit Card,18782.8,10,3,0,0,1,16904.52,50713.56,5634.8399999999965
T2440,2022,Monsoon,Electronics,Mumbai,Telangana,C401,P315,Debit Card,21294.15,51,3,0,0,18,10434.13,31302.39,32580.060000000005
T2441,2022,Festive,Beauty,Kolkata,Karnataka,C120,P307,Debit Card,27467.4,27,2,0,0,1,20051.2,40102.4,14832.400000000001
T2442,2020,Festive,Grocery,Delhi,Telangana,C237,P106,Credit Card,49584.65,69,2,0,0,23,15371.24,30742.48,68426.82
T2443,2020,Summer,Home,Bangalore,Maharashtra,C99,P17,Debit Card,11204.89,63,4,0,0,18,4145.81,16583.24,28236.319999999996
T2444,2021,Winter,Mobiles,Mumbai,Maharashtra,C1695,P452,UPI,18912.67,13,2,0,0,1,16454.02,32908.04,4917.299999999996
T2445,2022,Festive,Home,Mumbai,Telangana,C1566,P434,Debit Card,6785.56,62,4,0,0,5,2578.51,10314.04,16828.2
T2446,2022,Summer,Grocery,Delhi,Delhi,C1466,P75,Wallet,30459.15,52,2,0,0,22,14620.39,29240.78,31677.520000000004
T2447,2021,Monsoon,Grocery,Delhi,Tamil Nadu,C1531,P70,Wallet,36438.12,67,2,0,0,14,12024.58,24049.16,48827.08
T2448,2019,Monsoon,Fashion,Chennai,Maharashtra,C1363,P481,UPI,24207.43,13,3,0,0,10,21060.46,63181.38,9440.910000000003
T2449,2021,Summer,Home,Hyderabad,Tamil Nadu,C1510,P500,Credit Card,12442.4,48,4,1,0,15,6470.05,25880.2,23889.399999999998
T2450,2023,Monsoon,Beauty,Mumbai,Karnataka,C454,P333,UPI,31120.24,50,2,0,0,19,15560.12,31120.24,31120.24
T2451,2022,Monsoon,Home,Hyderabad,Karnataka,C1557,P451,Credit Card,27050.05,19,2,0,0,20,21910.54,43821.08,10279.019999999997
T2452,2020,Winter,Electronics,Pune,Telangana,C1529,P225,COD,8725.05,57,3,0,0,21,3751.77,11255.31,14919.839999999997
T2453,2023,Monsoon,Mobiles,Delhi,Karnataka,C930,P269,Wallet,20402.96,52,1,0,0,2,9793.42,9793.42,10609.539999999999
T2454,2022,Festive,Beauty,Delhi,Maharashtra,C193,P358,Wallet,21872.82,46,3,0,0,2,11811.32,35433.96,30184.5
T2455,2021,Monsoon,Fashion,Chennai,West Bengal,C607,P293,Wallet,49134.36,21,4,0,0,18,38816.14,155264.56,41272.880000000005
T2456,2023,Summer,Mobiles,Bangalore,Delhi,C1394,P106,Credit Card,42494.43,39,1,0,0,20,25921.6,25921.6,16572.83
T2457,2022,Winter,Mobiles,Kolkata,Maharashtra,C798,P316,UPI,36771.67,35,2,0,0,10,23901.59,47803.18,25740.159999999996
T2458,2019,Monsoon,Electronics,Kolkata,Maharashtra,C1473,P267,Credit Card,44461.1,8,4,0,0,5,40904.21,163616.84,14227.559999999998
T2459,2019,Summer,Electronics,Kolkata,Telangana,C69,P26,Wallet,36827.12,52,1,0,0,8,17677.02,17677.02,19150.100000000002
T2460,2020,Festive,Electronics,Delhi,Maharashtra,C1436,P260,Wallet,45189.41,18,4,0,0,4,37055.32,148221.28,32536.360000000015
T2461,2022,Monsoon,Beauty,Mumbai,Telangana,C203,P40,Wallet,2916.75,29,3,0,0,23,2070.89,6212.67,2537.5800000000004
T2462,2019,Winter,Home,Chennai,Karnataka,C755,P464,Wallet,22912.1,50,1,0,0,6,11456.05,11456.05,11456.05
T2463,2021,Monsoon,Mobiles,Bangalore,Karnataka,C1257,P93,COD,37395.54,52,1,0,0,19,17949.86,17949.86,19445.68
